Date;Map Thumb;Northern Areas;Southern Areas;Wind Speed;Wind Direction;Avalanche Activity;Notes
Tuesday 1/5/21;NA;"0.8/9"" Brackett
0.4/4"" Shower
0.6/9"" Timber";"0.7/8"" Carrot
0.7/8"" Madison
/ 
0.6/6"" Fisher";15-30 G50;W-S;"Natural Avalanches on Fan Mountain;Natural avalanche on Saddle Peak;Avalanches triggered by groomer near Jardine;Natural avalanches along Lionhead Ridge;Natural Avalanche in Argentina Bowl;Collapse and crack in Lick Creek;Skier triggered avalanche on Henderson Mtn;Scotch Bonnet and Sheep Basin/Wolverine Peak natural avalanches;Collapses, cracking and a natural avalanche on Mineral Mountain;Yellowstone National park (Chrystal Creek); cornice collapse and whumpfs;Human triggered avalanche in AB wilderness near Paradise Valley;Many natural avalanches seen in backcountry around Big Sky;Small natural avalanche on Buck Ridge;Small natural avalanches along Gallatin River;Upper Sage Creek Ridgeline;Natural avalanches on Middle Basin Peak";AVALANCHE WARNING for Bridgers, S. Gallatin, S. Madison, Lionhead and Centennials.
Monday 1/4/21;NA;"0.1/1"" Alpine
0.1/2"" Shower
0.2/4"" Timber";"0.2/2"" Carrot
0.3/3"" Madison
/ 
0.3/3"" Fisher";"15-35 
G30-40";W-SW;Cornice triggered avalanche in Divide Basin, Hyalite;
Sunday 1/3/21;NA;"0.2/2"" Alpine
0.0/0"" Shower
0.1/1"" Lone";"0.3/3"" Carrot
0.2/2"" Madison
/ 
0.2/3"" Fisher";"15-25 
G30-50";SSW-W;"Natural cornice fall, collapses, Mt Blackmore ;Ice Climber triggered avalanche in Avalanche Gulch, Hyalite;Propagating cracks on wind drifts in Fisher Creek;Widespread whumpfing/collapsing and cracking above Hebgen Lake;Lots of collapsing and cracking at Bacon Rind";
Saturday 1/2/21;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.2/2"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";10-20 G20-25;S-W;"Skier remote triggered in YNP near Cooke;Large Collapses in YNP, S. Gallatin;Widespread whumphing near Hebgen Lake;Skier triggered 2 wind slabs on Abiathar;large collapse on Flanders Peak";
Friday 1/1/21;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.1/1"" Carrot
0.1/3"" Madison
/ 
0.0/0"" Fisher";"10-15 
G15-25
25 G40 in Bridgers";SW-NW;"Skier triggered large slide on Saddle Peak;Shooting Crack and Whumpfs in Bear Basin";
Thursday 12/31/20;NA;"0.6/5"" Brackett
0.3/3"" Shower
0.2/2"" Timber";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.1/1"" Fisher";15-20 G35;W-SW;;
Wednesday 12/30/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G30;W;Crown Butte, Snowmobile triggered Avalanche;
Tuesday 12/29/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G25;W-NW;;
Monday 12/28/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";5-15 G 25;W-N;"Skier Triggered Avalanche Mount Blackmore - East Face;Loose Snow Avalanche - Flanders;Numerous Whumphs in the Taylor Fork;Monster Whumphs at Bacon Rind";
Sunday 12/27/20;NA;"0.5/7"" Alpine
0.5/6"" Shower
0.5/8"" Timber";"0.4/4"" Carrot
0.3/3"" Madison
/ 
0.3/5"" Fisher";5-15 G25;W-NW;"Collapse near Cooke below ice climb;Whumphs in Beehive;Three sledder triggered slides off Buck Ridge";
Saturday 12/26/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"15-20 
G35-50";SW;Specimen Creek Natural Avalanche;
Friday 12/25/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"10-20 
G20-40";S-W;"Skier Triggered Avalanche - Football Field;Small natural activity in Beehive;Large collapse at Maid of the Mist";
Thursday 12/24/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";20-40;W-N;"Natural avalanches on Bridger Pk;Collapses near Cooke City;Naturals in YNP";
Wednesday 12/23/20;NA;"0.5/6"" Brackett
0.7/7"" Shower
0.4/5"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.4/4"" Fisher";10-30;W-N;Numerous wind slab avalanches around Cooke City;
Tuesday 12/22/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.2/2"" Madison
/ 
1.0/10"" Fisher";15-30 G70;S-W;"Natural Avalanches Barronette Peak;Natural Avalanche Mineral Mountain;Natural Avalanche Mt. Republic;Skier triggered avalanche NE of Cooke City;Natural and Skier triggered slide, YNP;Natural Avalanche Divide Cirque";
Monday 12/21/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.1/1"" Carrot
0.3/3"" Madison
/ 
0.4/6"" Fisher";15-30 G75 (Flanders);W-SW;Colter Pass Natural Avalanche;
Sunday 12/20/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.1/1"" Timber";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.3/4"" Fisher";20-35 G40-70;W-SW;"Skier triggered large cornice, Beehive;West facing slope, Hyalite canyon ;Astral Lake, Natural Avalanche;Two skier triggered slides at Lionhead;Natural Wind Slab - Overlook Mountain";
Saturday 12/19/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"10-25 G25-50
Stronger in N";SW-W;"Small natural on Hyalite Peak ;Small crowns on Barronette;Natural Avalanche, Sunlight Basin;Natural Wind Slab Elephant Mountain";
Friday 12/18/20;NA;"0.2/2"" Brackett
0.2/2"" Shower
0.5/7"" Timber";"0.5/5"" Carrot
0.3/3"" Madison
/ 
0.3/3"" Fisher";15-20 G30-40;W-NW;"Small road cut slides near West Yellowstone;Snowplow triggered cut bank slide near Big Sky";
Thursday 12/17/20;NA;"0.1/1"" Brackett
0.0/0"" Shower
0.1/1"" Lone";"0.3/3"" Carrot
0.2/2"" Madison
/ 
0.3/4"" Fisher";20-35 G65@Hyalite;W-SW;"Shooting cracks at Telemark Meadows;Snowmachine triggered wind slabs near Cooke";
Wednesday 12/16/20;NA;"0.1/2"" Brackett
0.2/3"" Shower
0.1/2"" Lone";"0.3/5"" Carrot
0.4/6"" Madison
/ 
0.2/4"" Fisher";"15-30 G55
1-10 G25 Cooke";W-SW;"Small natural avalanche at Bighorn/Fawn Pass loop;Small, intentionally triggered slide;Avalanches west of Cooke";
Tuesday 12/15/20;NA;"0.0/0"" Brackett
0.2/3"" Shower
0.1/2"" Lobo";"0.1/2"" Carrot
0.1/2"" Madison
/ 
0.0/0"" Fisher";5-15 G 20-40;SW-NW;;
Monday 12/14/20;NA;"0.1/1"" Alpine
0.1/1"" Shower
0.2/3"" Lone";"0.1/1"" Carrot
0.2/2"" Madison
/ 
0.1/1"" Fisher";5-15 G15-30;W-SW;;
Sunday 12/13/20;NA;"0.1/3"" Brackett
0.0/0"" Shower
0.0/1"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";5-15 G25-30;W-SW;"Natural Loose Snow Avalanche - Divide Cirque;Natural Loose Snow Avalanches - Beehive Basin";
Saturday 12/12/20;NA;"0.2/3"" Bridger
0.1/4"" Shower
0.1/2"" Timber";"0.1/2"" Carrot
0.1/4"" Lionhead
/ 
0.1/2"" Fisher";5-10 G10-20;SW-NW;"Cracking drift in Bridgers;Small dry loose Bridgers, Beehive, Cooke City";
Friday 12/11/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/1"" Fisher";"5-10 G20
20 G30 in Bridger";S-NE;;
Thursday 12/10/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";5-10;W-NW;Full depth facet sluffs in S. Madison;
Wednesday 12/9/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";15-30 G45;W-SW;;
Tuesday 12/8/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G20-40;"W-SW
NW-Cooke";;
Monday 12/7/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G25-40;SW-W-NW;;
Sunday 12/6/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-20 G30;W-SW;;
Saturday 12/5/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G25;W-SW-S-E-NE-N-NW;;
Friday 12/4/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"5-15 G25
20-30 G40 Bridgers";W-N;;
Thursday 12/3/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";10-20 G15-25;"W
N Cooke City";"Natural wind slab at Bridger;Small wind slabs near Cooke";
Wednesday 12/2/20;NA;"0.0/0"" Brackett
0.1/1"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";5-15 G20-30;"NE-E
W in Bridgers";Skier triggered avalanche at Bridger Bowl;
Tuesday 12/1/20;NA;"0.4/6"" Bridger
0.2/3"" Shower
0.2/2"" Lone";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.2/2"" Fisher";15-20 G40-50;W;Small Avalanches in Bridger Range;
Monday 11/30/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-25 G30-50;SW-W;Facet sluffing in Beehive/Middle Basins;
Sunday 11/29/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G29;SW-NW;;
Saturday 11/28/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G30;W-SW;Natural slab avalanche near Cooke;
Friday 11/27/20;NA;"0.1/0"" Brackett
0.0/0"" Shower
0.1/0"" Lone";"0.1/0"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";"15-25 G25-30
G50 Bridger";W-SW;;
Thursday 11/26/20;NA;"0.4/4"" Brackett
0.2/3"" Shower
0.3/7"" Timber";"0.3/4"" Carrot
0.2/4"" Madison
/ 
0.3/5"" Fisher";10-15 G30-45;SW-NW;;
Wednesday 11/25/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.1/2"" Fisher";10-20 G 25-45;W-SW;;
Tuesday 11/24/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G20 Bridgers G40;W-NW;;
Monday 11/23/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G20-30;SW-W;;
Sunday 11/22/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-25 G25-45;SW-NW;;
Saturday 11/21/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G20-35;W-NW;;
Friday 11/20/20;NA;"0.1/2"" Brackett
0.2/2"" Shower
0.1/1"" Timber";"0.1/1"" Carrot
0.2/1"" Madison
/ 
0.3/3"" Fisher";10-15 G30-40;SW-NW;;
Thursday 11/19/20;NA;"0.6/4"" Alpine
0.2/2"" Shower
0.3/3"" Lone";"0.7/3"" Carrot
0.8/6"" Madison
/ 
0.8/6"" Fisher";15-20 G35-50;W-SW;;
Wednesday 11/18/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-25 G45-60;S-SW;;
Tuesday 11/17/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.2/2"" Fisher";10-20 G30-45;SW-W;;
Monday 11/16/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.1/1"" Madison
/ 
0.2/2"" Fisher";15-20 G35-60;SW-W;;
Sunday 11/15/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.1/1"" Lone";"0.2/2"" Carrot
0.3/3"" Madison
/ 
0.2/2"" Fisher";15-25 G30-50;W-SW;;
Saturday 11/14/20;NA;"0.2/1"" Brackett
0.2/2"" Shower
0.4/4"" Timber";"1.2/12"" Carrot
1.0/10"" Madison
/ 
0.8/9"" Fisher";"20-30
G45-75";W;;
Friday 11/13/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-30 G30-50;SW-W;;
Thursday 11/12/20;NA;"0.2/3"" Brackett
0.3/4"" Shower
0.1/2"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";"15-30
G50 Bridgers";W;Small skier triggered slides in Northern Bridgers;
Wednesday 11/11/20;NA;"0.2/3"" Brackett
0.1/1"" Shower
0.1/1"" Lone";"0.1/1"" Carrot
0.2/3"" Madison
/ 
0.2/2"" Fisher";10-20 G35-50;SW-W;;
Tuesday 11/10/20;NA;"0.1/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G35-55;SW-NW;;
Monday 11/9/20;NA;"0.1/2"" Alpine
0.1/2"" Shower
0.2/2"" Lone";"0.1/1"" Carrot
0.3/4"" Madison
/ 
0.3/4"" Fisher";10-15 G25;"E-S-SW-W
W-NW Cooke";;
Sunday 11/8/20;NA;"0.5/4"" Alpine
0.5/3"" Shower
0.4/3"" Lone";"0.4/3"" Carrot
0.3/3"" Madison
/ 
0.9/9"" Fisher";"5-20 
G25-45";ENE-E-SE-S;;
Saturday 11/7/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-25 G50;S-SW;;
Friday 11/6/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-35 G50;SW-W;;
Thursday 11/5/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-25 G30-50;"W-SW
NW-Cooke";;
Wednesday 11/4/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-25 G45;W-SW;;
Tuesday 11/3/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G30;W-SW;;
Monday 11/2/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G25;SW-W;;
Sunday 11/1/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G30;"W-SW
NW-Cooke";;
Saturday 10/31/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-25 G30-60;W-SW;Natural wind slab avalanches near Cooke;
Friday 10/30/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"10-20 G40
5-15 G20 Cooke";"W-SW
SW-N Cooke";;
Thursday 10/29/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"15-25 G45
5-15 G25 Cooke City";"W
W-NW Cooke City";;
Wednesday 10/28/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"15-25 G40
G50 Bridger";W-NW;;
Tuesday 10/27/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"15-30
30-50 Bridger";W-SW;;
Monday 10/26/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-25 G35;W-NW;Skier triggered wind slab at Bridger;
Sunday 10/25/20;NA;"0.3/4"" Brackett
0.2/3"" Shower
0.1/1"" Timber";"0.3/3"" Carrot
0.2/2"" Madison
/ 
0.3/3"" Fisher";"10-20
35 G60 Bridger";SE-NE;;
Saturday 10/24/20;NA;"0.7/6"" Alpine
0.4/3"" Shower
0.3/3"" Timber";"0.6/5"" Carrot
0.4/4"" Madison
/ 
0.7/6"" Fisher";"10-25
G45";W-SW;Cracking wind drifts in Cooke City;
Friday 10/23/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15;"WSW
NW-Cooke";"Avalanches and cracking in Frazier Basin;Small avalanche on Sphinx Mountain;Loose snow avalanches on Blackmore";
Thursday 10/22/20;NA;"0.4/8"" Alpine
0.3/3"" Shower
0.0/2"" Timber";"0.0/0"" Carrot
0.5/3"" Madison
/ 
0.8/4"" Fisher";5-15 G30;W-NW;Widespread dry loose in Hyalite;
Wednesday 10/21/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.9/6"" Fisher";15-20 G35-40;NW-W;;
Tuesday 10/20/20;NA;"0.2/2"" Brackett
0.7/5"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.8/6"" Fisher";15-20 G 40-50;SW-NW;;@0700
Monday 10/19/20;NA;"1.1/5"" Brackett
1.1/5"" Shower
0.3/3"" Lone";"0.7/4"" Carrot
0.2/1"" Madison
/ 
1.3/9"" Fisher";10-20 G40-50;NW-W;Natural avalanches near Fairy Lake;
Sunday 10/18/20;NA;"0.4/3"" Brackett
0.4/3"" Shower
0.1/1"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.5/4"" Fisher";15-30 G50;NW-W;;
Saturday 10/17/20;NA;"0.2/0"" Brackett
0.5/0"" Shower
0.2/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
1.0/4"" Fisher";20-30 G50;W;;Precip mostly rain overnight 10/16. Temps dropping and switching to snow on morning of 10/17.
Friday 10/16/20;NA;"0.2/2"" Brackett
0.3/3"" Shower
0.1/1"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.2/2"" Fisher";15-25 G40;"W
NW Cooke";;@0600
Thursday 10/15/20;NA;"0.2/3"" Brackett
0.5/5"" Shower
0.1/1"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.2/2"" Fisher";10-20 G30-40;W-NW;;@0600
Wednesday 10/14/20;NA;"0.9/0"" Brackett
0.7/0"" Shower
0.5/0"" Timber";"0.2/0"" Carrot
0.2/0"" Madison
/ 
1.6/3"" Fisher";"30-40 G50-70
G80 Hyalite";W;;Precip mostly rain evening 10/13, some wet snow high near Cooke.
Tuesday 10/13/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";15-30;W-SW;;
Monday 10/12/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.2/2"" Fisher";20-50;W-SW;;
Sunday 10/11/20;NA;"0.6/0"" Brackett
0.7/1"" Shower
0.6/0"" Lone";"0.6/1"" Carrot
0.7/0"" Madison
/ 
0.7/6"" Fisher";;;;"@1pm: Measurements are Preciptation (inches) instead of SWE. Lower elevations had rain, and snow depths varied from 0-6""."
Monday 4/27/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G25;SW;;
Sunday 4/26/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15 G30;SW;Natural wet slide in Absarokas;
Saturday 4/25/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-20 G25;W-NW;;
Friday 4/24/20;NA;"0.3/2"" Brackett
0.4/4"" Shower
0.2/2"" Timber";"0.5/4"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15 G30-35;NW-N;;
Thursday 4/23/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G30-40;W;;
Wednesday 4/22/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G25;NW-W-SW;Natural wet slides in Bridger Range;
Tuesday 4/21/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G20;SW-NW;Many wet loose avalanches in Beehive/Bear Basins;
Monday 4/20/20;NA;"0.1/0"" Brackett
0.1/1"" Shower
0.0/1"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";15-20 G30;W-NW;Many Natural Wet Loose Avalanches in Frazier;
Sunday 4/19/20;NA;"0.1/1"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-10 G30;W-NW;;
Saturday 4/18/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-25 G15-35;W-SW;Natural wet loose in Beehive/Middle Basins;
Friday 4/17/20;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G30;"SW-W
NW Cooke";"Skier triggered wet slab The Playground;Many natural long running new snow slides";
Thursday 4/16/20;NA;"0.2/3"" Alpine
0.5/6"" Shower
0.1/2"" Timber";"0.5/10"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";5-15 G30;NW-E;Natural and skier triggered loose snow slides at Bridger;
Wednesday 4/15/20;NA;"0.6/8"" Alpine
0.3/4"" Shower
0.5/6"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.2/2"" Fisher";10-15 G30;NW-W;New Snow Avalanches Bridger Range;
Tuesday 4/14/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G30-35;NW-W;Long running skier triggered slide in new snow in Bridgers;
Monday 4/13/20;NA;"0.1/1"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.0/0"" Fisher";5-15 G20-35;NW-N;;
Sunday 4/12/20;NA;"0.9/11"" Brackett
0.6/7"" Shower
0.3/3"" Timber";"0.4/7"" Carrot
0.2/2"" Madison
/ 
0.3/3"" Fisher";"5-15 G20
25 G35 Bridger";E-NE;"Snowboard triggered wind slabs in Beehive;Wind slabs, cracking and dry loose avalanches Bridgers;Small skier triggered slide on Wheeler";
Saturday 4/11/20;NA;"0.1/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.2/2"" Fisher";"5-15 G20
20 G35 Big Sky";W;;
Friday 4/10/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-10 G20-25;SW-NW;"Natural Wet slide on Sphinx;Wet loose slides at Bridger;Cornice fall avalanche MT. Blackmore;Wet slides in southern Madison;Wet slide debris in Beehive and Dudley";
Thursday 4/9/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/ Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G20-30;NW-W;"Natural wet slide on Fan Mtn.;Natural and snowmobile triggered wet slabs near Lionhead";
Wednesday 4/8/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G35-40;W-NW;;
Tuesday 4/7/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.2/1"" Timber";"0.5/3"" Carrot
0.5/3"" Madison
/ 
0.8/4"" Fisher";10-15 G35-45;W-SW;"Natural avalanche in Mirror Basin;Snowmobile triggered slide near Lionhead";
Monday 4/6/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";10-20 G35;SW;Natural small point release hit skier;
Sunday 4/5/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";15-25 G35;S-SW;"Cornice triggered wind slab at Bridger;Natural wet loose in Absarokas";
